tag,epochs,rdrop,alpha,temperature,F1-macro,F1-macro_std,Accuracy,teacher_oof_f1,per_fold_f1,elapsed_min
finbert_distilled_12ep,12,0.0,0.5,2.0,0.9139378963455097,0.009286898397245436,0.9333542911034266,0.920147391757116,"[0.9112713387475969, 0.9087527593818985, 0.9033912792399859, 0.9091246002873911, 0.9260731689936249, 0.9361404439679036, 0.9143461811429378, 0.9091117389260389, 0.9131708719143266, 0.9084764008087167]",46.89896598656972
